method,pattern,treatment_level,trial,tau_star,tau_hat,error
SDID,Staggered,0.1,25,0.9905420138846976,1.1783786196051516,0.1896301248079303
SC,Staggered,0.1,25,0.9905420138846976,1.1754149029586851,0.1866381097243468
RSC,Staggered,0.1,25,0.9905420138846976,0.995069565638575,0.0045707821479688
DCPR,Staggered,0.1,26,0.9905420138846976,1.023310909497494,0.0330817826538056
MC_NNM_CV,Staggered,0.1,26,0.9905420138846976,0.9955584349487367,0.005064319325907
CovPCA,Staggered,0.1,26,0.9905420138846976,1.2726284670749444,0.2847798975067831
OLS_DID,Staggered,0.1,26,0.9905420138846976,0.9959263857862954,0.0054357834661463
SDID,Staggered,0.1,26,0.9905420138846976,1.1184468436139705,0.1291261026149277
SC,Staggered,0.1,26,0.9905420138846976,0.9074360273104012,0.0838995069460732
RSC,Staggered,0.1,26,0.9905420138846976,0.964731096192132,0.0260573679165215
DCPR,Staggered,0.1,27,0.9905420138846976,1.1019142862799227,0.1124356875670991
MC_NNM_CV,Staggered,0.1,27,0.9905420138846976,1.0678462712170451,0.0780423810890934
CovPCA,Staggered,0.1,27,0.9905420138846976,1.2482238905471994,0.2601422989136297
OLS_DID,Staggered,0.1,27,0.9905420138846976,1.0616608656049706,0.0717979154073029
SDID,Staggered,0.1,27,0.9905420138846976,1.1532167779156377,0.1642280304628004
SC,Staggered,0.1,27,0.9905420138846976,1.0765575694300975,0.086836857336384
RSC,Staggered,0.1,27,0.9905420138846976,1.118032551795222,0.1287078550161977
DCPR,Staggered,0.1,28,0.9905420138846976,1.099382637637643,0.1098798659999239
MC_NNM_CV,Staggered,0.1,28,0.9905420138846976,1.02110244711067,0.0308522332193873
CovPCA,Staggered,0.1,28,0.9905420138846976,1.2348427646814668,0.2466334061274927
OLS_DID,Staggered,0.1,28,0.9905420138846976,1.0562493934646249,0.0663347729413684
SDID,Staggered,0.1,28,0.9905420138846976,0.6586068871322232,0.33510454084698
SC,Staggered,0.1,28,0.9905420138846976,0.9565344119337816,0.0343323165239051
RSC,Staggered,0.1,28,0.9905420138846976,1.042448611853552,0.0524022174135627
DCPR,Staggered,0.1,29,0.9905420138846976,1.136841104379945,0.1476959971859171
MC_NNM_CV,Staggered,0.1,29,0.9905420138846976,1.056172879069694,0.066257527964519
CovPCA,Staggered,0.1,29,0.9905420138846976,1.2501438097059585,0.262080550024483
OLS_DID,Staggered,0.1,29,0.9905420138846976,1.0774940154523789,0.0877822448203623
SDID,Staggered,0.1,29,0.9905420138846976,1.0386262081882338,0.0485433163152364
SC,Staggered,0.1,29,0.9905420138846976,1.11922686111188,0.1299135679490337
RSC,Staggered,0.1,29,0.9905420138846976,1.10827034395448,0.1188524347473929
DCPR,Staggered,0.1,30,0.9905420138846976,0.7650678874780543,0.2276270195974638
MC_NNM_CV,Staggered,0.1,30,0.9905420138846976,0.8285914843911875,0.1634968807212671
CovPCA,Staggered,0.1,30,0.9905420138846976,0.9322592806957026,0.058839233845743
OLS_DID,Staggered,0.1,30,0.9905420138846976,0.7261995264529948,0.266866507150976
SDID,Staggered,0.1,30,0.9905420138846976,0.8564244737161083,0.1353981338384714
SC,Staggered,0.1,30,0.9905420138846976,0.7076771226487719,0.2855657683075845
RSC,Staggered,0.1,30,0.9905420138846976,1.1671781472021716,0.1783227070043643
DCPR,Staggered,0.1,31,0.9905420138846976,0.9817499683878484,0.0088759945298723
MC_NNM_CV,Staggered,0.1,31,0.9905420138846976,0.9056906151911188,0.0856615847729764
CovPCA,Staggered,0.1,31,0.9905420138846976,1.2026994124262511,0.2141831397029965
OLS_DID,Staggered,0.1,31,0.9905420138846976,0.9491990304817144,0.0417377383528081
SDID,Staggered,0.1,31,0.9905420138846976,1.4235237134595289,0.4371159360285668
SC,Staggered,0.1,31,0.9905420138846976,1.1806130677934443,0.1918859081638831
RSC,Staggered,0.1,31,0.9905420138846976,0.9366312757966414,0.0544254936513289
DCPR,Staggered,0.1,32,0.9905420138846976,1.0558514083887252,0.0659329877870579
MC_NNM_CV,Staggered,0.1,32,0.9905420138846976,1.0253909780872177,0.0351817123494335
CovPCA,Staggered,0.1,32,0.9905420138846976,1.405070602932995,0.4184866297822171
OLS_DID,Staggered,0.1,32,0.9905420138846976,1.0414247837724229,0.0513686135211707
SDID,Staggered,0.1,32,0.9905420138846976,0.6877519913299951,0.3056811506331001
SC,Staggered,0.1,32,0.9905420138846976,0.9515587910019242,0.0393554461459836
RSC,Staggered,0.1,32,0.9905420138846976,0.7814329809255549,0.2111056674305626
DCPR,Staggered,0.1,33,0.9905420138846976,1.1173812419784634,0.1280503263019899
MC_NNM_CV,Staggered,0.1,33,0.9905420138846976,0.9628048404261494,0.0280020161383855
CovPCA,Staggered,0.1,33,0.9905420138846976,1.219938012477341,0.2315863389711256
OLS_DID,Staggered,0.1,33,0.9905420138846976,1.0550435835262175,0.0651174495754685
SDID,Staggered,0.1,33,0.9905420138846976,0.9905737519914236,3.2041151492005484e-05
SC,Staggered,0.1,33,0.9905420138846976,0.9628898366088408,0.0279162083871746
RSC,Staggered,0.1,33,0.9905420138846976,1.0123706720422072,0.0220370845976559
DCPR,Staggered,0.1,34,0.9905420138846976,0.9869295390446956,0.0036469678109207
MC_NNM_CV,Staggered,0.1,34,0.9905420138846976,0.8879181205714813,0.103603776391823
CovPCA,Staggered,0.1,34,0.9905420138846976,1.0687972969211037,0.0790024874659329
OLS_DID,Staggered,0.1,34,0.9905420138846976,0.9230204867434164,0.0681662425165349
SDID,Staggered,0.1,34,0.9905420138846976,0.6652303720297642,0.3284178129700218
SC,Staggered,0.1,34,0.9905420138846976,0.9019626705949472,0.0894251248792172
RSC,Staggered,0.1,34,0.9905420138846976,0.9695012143470964,0.0212417032722151
DCPR,Staggered,0.1,35,0.9905420138846976,1.166242990504992,0.1773786211563425
MC_NNM_CV,Staggered,0.1,35,0.9905420138846976,1.0483381571946937,0.0583479978636461
CovPCA,Staggered,0.1,35,0.9905420138846976,1.2867920982730907,0.2990787672161047
OLS_DID,Staggered,0.1,35,0.9905420138846976,1.1207243725582068,0.1314253780745364
SDID,Staggered,0.1,35,0.9905420138846976,1.21608173495987,0.227693240583156
SC,Staggered,0.1,35,0.9905420138846976,1.0851584206838327,0.0955198320443465
RSC,Staggered,0.1,35,0.9905420138846976,0.9261099248373404,0.0650473055601833
DCPR,Staggered,0.1,36,0.9905420138846976,0.9499471864296232,0.0409824387921417
MC_NNM_CV,Staggered,0.1,36,0.9905420138846976,0.952630756881753,0.0382732448210496
CovPCA,Staggered,0.1,36,0.9905420138846976,1.0890309199441857,0.0994293070651644
OLS_DID,Staggered,0.1,36,0.9905420138846976,0.9250982117103168,0.0660686788213292
SDID,Staggered,0.1,36,0.9905420138846976,0.9340688820066656,0.0570123539299017
SC,Staggered,0.1,36,0.9905420138846976,0.946487779819718,0.0444748768325417
RSC,Staggered,0.1,36,0.9905420138846976,0.9670208178825068,0.0237457832908526
DCPR,Staggered,0.1,37,0.9905420138846976,0.8315565117795505,0.1605035423804382
MC_NNM_CV,Staggered,0.1,37,0.9905420138846976,0.8530434281291899,0.1388114626418189
CovPCA,Staggered,0.1,37,0.9905420138846976,1.1143186432929566,0.1249584850246109
OLS_DID,Staggered,0.1,37,0.9905420138846976,0.8332978618711386,0.1587455653666627
SDID,Staggered,0.1,37,0.9905420138846976,0.6588130496253857,0.3348964098537735
SC,Staggered,0.1,37,0.9905420138846976,0.7433369890163377,0.2495654110610349
RSC,Staggered,0.1,37,0.9905420138846976,0.8686049985754054,0.1231013057498499
DCPR,Staggered,0.1,38,0.9905420138846976,0.9745638024769488,0.0161307760637892
MC_NNM_CV,Staggered,0.1,38,0.9905420138846976,0.9932847305552528,0.0027689049349849
CovPCA,Staggered,0.1,38,0.9905420138846976,1.5252108374804232,0.5397739985796935
OLS_DID,Staggered,0.1,38,0.9905420138846976,0.9823584232039184,0.0082617300084877
SDID,Staggered,0.1,38,0.9905420138846976,0.9998815829320088,0.0094287459960263
SC,Staggered,0.1,38,0.9905420138846976,0.9345279521636604,0.0565489004361984
RSC,Staggered,0.1,38,0.9905420138846976,0.695911813939887,0.2974434156400221
DCPR,Staggered,0.1,39,0.9905420138846976,1.1271052545032378,0.1378671865547306
MC_NNM_CV,Staggered,0.1,39,0.9905420138846976,1.015732754822902,0.0254312695323357
CovPCA,Staggered,0.1,39,0.9905420138846976,1.2607616701939464,0.2727997929633535
OLS_DID,Staggered,0.1,39,0.9905420138846976,1.085338822937311,0.0957019568315333
SDID,Staggered,0.1,39,0.9905420138846976,-0.3812756238047566,1.38491615545864
SC,Staggered,0.1,39,0.9905420138846976,0.8465275882765783,0.1453895176473384
RSC,Staggered,0.1,39,0.9905420138846976,1.2117510604655626,0.2233212155366631
DCPR,Staggered,0.1,40,0.9905420138846976,0.9681187316072336,0.0226373863633756
MC_NNM_CV,Staggered,0.1,40,0.9905420138846976,0.9569800463672278,0.0338824270419857
CovPCA,Staggered,0.1,40,0.9905420138846976,1.0749726604272196,0.0852368151567874
OLS_DID,Staggered,0.1,40,0.9905420138846976,0.9185387633261938,0.0726907587454289
SDID,Staggered,0.1,40,0.9905420138846976,1.0656075005025416,0.07578223393418
SC,Staggered,0.1,40,0.9905420138846976,0.9321641278604568,0.0589352952282106
RSC,Staggered,0.1,40,0.9905420138846976,0.9531567657418862,0.0377422134738074
DCPR,Staggered,0.1,41,0.9905420138846976,0.9294872462086884,0.0616377365323106
MC_NNM_CV,Staggered,0.1,41,0.9905420138846976,0.9843873761873966,0.0062134039859287
CovPCA,Staggered,0.1,41,0.9905420138846976,1.2177257749978077,0.2293529783983044
OLS_DID,Staggered,0.1,41,0.9905420138846976,0.9045288623014724,0.0868344304204722
SDID,Staggered,0.1,41,0.9905420138846976,0.016545412596632,0.9832966069437636
SC,Staggered,0.1,41,0.9905420138846976,0.6145949374651427,0.3795367295377704
RSC,Staggered,0.1,41,0.9905420138846976,0.916489556670664,0.0747595318280499
DCPR,Staggered,0.1,42,0.9905420138846976,1.1132740322070935,0.1239038996852508
MC_NNM_CV,Staggered,0.1,42,0.9905420138846976,1.048679858728902,0.0586929620644762
CovPCA,Staggered,0.1,42,0.9905420138846976,1.0916984057383068,0.1021222627972084
OLS_DID,Staggered,0.1,42,0.9905420138846976,1.029878134427685,0.0397117133767192
SDID,Staggered,0.1,42,0.9905420138846976,1.131617493007267,0.1424225092374439
SC,Staggered,0.1,42,0.9905420138846976,1.0000980695197563,0.0096472996613054
RSC,Staggered,0.1,42,0.9905420138846976,0.9232989663883386,0.067885103866161
DCPR,Staggered,0.1,43,0.9905420138846976,1.0263617103971692,0.0361617134966281
MC_NNM_CV,Staggered,0.1,43,0.9905420138846976,0.993142994115862,0.0026258151544362
CovPCA,Staggered,0.1,43,0.9905420138846976,1.414152205339292,0.4276549459959644
OLS_DID,Staggered,0.1,43,0.9905420138846976,1.035595220645303,0.0454833880129083
SDID,Staggered,0.1,43,0.9905420138846976,1.243962618550062,0.2558403390397365
SC,Staggered,0.1,43,0.9905420138846976,0.9910576284465856,0.0005205378011841
RSC,Staggered,0.1,43,0.9905420138846976,0.8027358043012406,0.1895994384396887
DCPR,Staggered,0.1,44,0.9905420138846976,1.0373610076972588,0.0472660353183272
MC_NNM_CV,Staggered,0.1,44,0.9905420138846976,0.9889207296265444,0.001636764756494
CovPCA,Staggered,0.1,44,0.9905420138846976,1.1546462142508114,0.1656711154759923
OLS_DID,Staggered,0.1,44,0.9905420138846976,0.9936568975487388,0.0031446254882468
SDID,Staggered,0.1,44,0.9905420138846976,0.9304737612156287,0.0606418019902999
SC,Staggered,0.1,44,0.9905420138846976,0.9566633423369074,0.0342021550554177
RSC,Staggered,0.1,44,0.9905420138846976,1.153096758761519,0.1641068653305435
DCPR,Staggered,0.1,45,0.9905420138846976,1.119526178782317,0.130215743592511
MC_NNM_CV,Staggered,0.1,45,0.9905420138846976,1.0091167151850684,0.0187520580046117
CovPCA,Staggered,0.1,45,0.9905420138846976,1.168179315839348,0.1793334350937766
OLS_DID,Staggered,0.1,45,0.9905420138846976,1.0669514767675,0.0771390428793024
SDID,Staggered,0.1,45,0.9905420138846976,0.7992933690016161,0.1930747431227521
SC,Staggered,0.1,45,0.9905420138846976,0.9316621888062976,0.0594420269439007
RSC,Staggered,0.1,45,0.9905420138846976,0.9048464256704688,0.0865138348631461
DCPR,Staggered,0.1,46,0.9905420138846976,1.030478285010692,0.0403175943737839
MC_NNM_CV,Staggered,0.1,46,0.9905420138846976,0.9839309347636526,0.006674203646464
CovPCA,Staggered,0.1,46,0.9905420138846976,1.2962643746847622,0.3086414877053883
OLS_DID,Staggered,0.1,46,0.9905420138846976,0.9969001559418822,0.0064188514652187
SDID,Staggered,0.1,46,0.9905420138846976,1.004862033286541,0.0144567511535257
SC,Staggered,0.1,46,0.9905420138846976,1.1110129817884622,0.1216212600930501
RSC,Staggered,0.1,46,0.9905420138846976,0.9024672325864892,0.0889157451815674
DCPR,Staggered,0.1,47,0.9905420138846976,1.178134726670811,0.1893839031122105
MC_NNM_CV,Staggered,0.1,47,0.9905420138846976,1.08655527321192,0.0969300221306905
CovPCA,Staggered,0.1,47,0.9905420138846976,1.1870114240119298,0.1983453577670274
OLS_DID,Staggered,0.1,47,0.9905420138846976,1.110088590702048,0.1206880426490075
SDID,Staggered,0.1,47,0.9905420138846976,0.9692992192589835,0.0214456270687643
SC,Staggered,0.1,47,0.9905420138846976,1.2294819932361185,0.2412214484616843
RSC,Staggered,0.1,47,0.9905420138846976,1.1061317021770418,0.1166933725900486
DCPR,Staggered,0.1,48,0.9905420138846976,0.9854655115941916,0.0051249742255729
MC_NNM_CV,Staggered,0.1,48,0.9905420138846976,0.8751090324057876,0.1165351694939279
CovPCA,Staggered,0.1,48,0.9905420138846976,1.0681173463439189,0.0783160445209053
OLS_DID,Staggered,0.1,48,0.9905420138846976,0.9270421155790368,0.0641062139874587
SDID,Staggered,0.1,48,0.9905420138846976,0.8222854330994394,0.1698631440431197
SC,Staggered,0.1,48,0.9905420138846976,0.8487634850795356,0.143132271844923
RSC,Staggered,0.1,48,0.9905420138846976,0.8696873993325276,0.1220085699123489
DCPR,Staggered,0.1,49,0.9905420138846976,0.9270968721283002,0.0640509346065786
MC_NNM_CV,Staggered,0.1,49,0.9905420138846976,0.9442618306641304,0.046722080004528
CovPCA,Staggered,0.1,49,0.9905420138846976,1.0005582682994372,0.0101118925541157
OLS_DID,Staggered,0.1,49,0.9905420138846976,0.8704567803750936,0.1212318425935867
SDID,Staggered,0.1,49,0.9905420138846976,1.024814299192041,0.0345995271547692
SC,Staggered,0.1,49,0.9905420138846976,0.8041800240447582,0.1881414288618277
RSC,Staggered,0.1,49,0.9905420138846976,0.8047574702509438,0.1875584690296436
DCPR,Staggered,0.1,50,0.9905420138846976,0.9562286573641317,0.0346409905280001
MC_NNM_CV,Staggered,0.1,50,0.9905420138846976,0.8829027826212239,0.1086670022620598
CovPCA,Staggered,0.1,50,0.9905420138846976,0.8401293963249264,0.1518488014151812
OLS_DID,Staggered,0.1,50,0.9905420138846976,0.8237598579691052,0.1683746409316934
SDID,Staggered,0.1,50,0.9905420138846976,0.3676731840555768,0.6288161643809131
SC,Staggered,0.1,50,0.9905420138846976,0.6567507235448156,0.3369784276295589
RSC,Staggered,0.1,50,0.9905420138846976,1.1082942943693337,0.1188766138478431
DCPR,Staggered,0.1,51,0.9905420138846976,0.9164736375585716,0.0747756029405006
MC_NNM_CV,Staggered,0.1,51,0.9905420138846976,0.9227103190717112,0.0684793717602799
CovPCA,Staggered,0.1,51,0.9905420138846976,1.0812879642816244,0.0916124193874828
OLS_DID,Staggered,0.1,51,0.9905420138846976,0.8704205038299789,0.1212684655178101
SDID,Staggered,0.1,51,0.9905420138846976,0.9401272431398484,0.0508961457850063
SC,Staggered,0.1,51,0.9905420138846976,0.9779226114970592,0.0127398961485215
RSC,Staggered,0.1,51,0.9905420138846976,0.9449750646334948,0.0460020358677152
DCPR,Staggered,0.1,52,0.9905420138846976,1.0218592222114709,0.0316162342311495
MC_NNM_CV,Staggered,0.1,52,0.9905420138846976,1.0406061781891345,0.0505421916513116
CovPCA,Staggered,0.1,52,0.9905420138846976,1.3743414513246568,0.387464067207789
OLS_DID,Staggered,0.1,52,0.9905420138846976,1.030836082186561,0.0406788079021892
SDID,Staggered,0.1,52,0.9905420138846976,0.129647528359441,0.869114558956474
SC,Staggered,0.1,52,0.9905420138846976,0.8249869357587803,0.1671358466428345
RSC,Staggered,0.1,52,0.9905420138846976,1.1481942931542295,0.1591575895415611
DCPR,Staggered,0.1,53,0.9905420138846976,1.032095650789697,0.0419504032363399
MC_NNM_CV,Staggered,0.1,53,0.9905420138846976,1.0137755859527522,0.0234554130389051
CovPCA,Staggered,0.1,53,0.9905420138846976,1.100127921552484,0.1106322661045071
OLS_DID,Staggered,0.1,53,0.9905420138846976,0.959326363469136,0.0315137066151697
SDID,Staggered,0.1,53,0.9905420138846976,0.4653334819699756,0.5302233772548066
SC,Staggered,0.1,53,0.9905420138846976,0.87248373537731,0.1191855336296012
RSC,Staggered,0.1,53,0.9905420138846976,1.0097372554960684,0.0193785234167817
DCPR,Staggered,0.1,54,0.9905420138846976,0.9401736158978612,0.050849330246278
MC_NNM_CV,Staggered,0.1,54,0.9905420138846976,0.9517630512221472,0.0391492355891774
CovPCA,Staggered,0.1,54,0.9905420138846976,1.232778605663818,0.2445495379132072
OLS_DID,Staggered,0.1,54,0.9905420138846976,0.9131149403955068,0.0781663699306788
SDID,Staggered,0.1,54,0.9905420138846976,0.9918993657732308,0.00137031228308
SC,Staggered,0.1,54,0.9905420138846976,0.9771375902720312,0.013532412986802
RSC,Staggered,0.1,54,0.9905420138846976,1.0698509419019575,0.0800661929585673
DCPR,Staggered,0.1,55,0.9905420138846976,1.0603227770808497,0.0704470504208968
MC_NNM_CV,Staggered,0.1,55,0.9905420138846976,0.9827848387526348,0.007831242918855
CovPCA,Staggered,0.1,55,0.9905420138846976,1.196396867834111,0.2078204165637497
OLS_DID,Staggered,0.1,55,0.9905420138846976,1.0090888161634166,0.018723892594906
SDID,Staggered,0.1,55,0.9905420138846976,0.9128102436466432,0.0784739760136037
SC,Staggered,0.1,55,0.9905420138846976,1.069452957668671,0.0796644086549154
RSC,Staggered,0.1,55,0.9905420138846976,0.900510799778421,0.0908908585847794
DCPR,Staggered,0.1,56,0.9905420138846976,0.9056692954936674,0.0856831080371617
MC_NNM_CV,Staggered,0.1,56,0.9905420138846976,0.8541851376366093,0.1376588517566512
CovPCA,Staggered,0.1,56,0.9905420138846976,0.9252029510110912,0.0659629394389445
OLS_DID,Staggered,0.1,56,0.9905420138846976,0.8364049931879658,0.1556087662473183
SDID,Staggered,0.1,56,0.9905420138846976,1.0920187421598375,0.1024456578849891
SC,Staggered,0.1,56,0.9905420138846976,0.9268744138967602,0.0642755169346593
RSC,Staggered,0.1,56,0.9905420138846976,0.8672318190600597,0.1244875967865726
DCPR,Staggered,0.1,57,0.9905420138846976,1.230923161467705,0.2426763773908821
MC_NNM_CV,Staggered,0.1,57,0.9905420138846976,1.0618834646652726,0.07202263990882
CovPCA,Staggered,0.1,57,0.9905420138846976,1.2176225328227566,0.229248750436639
OLS_DID,Staggered,0.1,57,0.9905420138846976,1.150656419064288,0.1616432245530458
SDID,Staggered,0.1,57,0.9905420138846976,1.2968297482587992,0.3092122596323858
SC,Staggered,0.1,57,0.9905420138846976,1.0922022878335056,0.1026309561066649
RSC,Staggered,0.1,57,0.9905420138846976,0.909864480161091,0.0814478665142191
DCPR,Staggered,0.1,58,0.9905420138846976,1.127742207435206,0.1385102213003948
MC_NNM_CV,Staggered,0.1,58,0.9905420138846976,1.0713462082589753,0.0815757365579886
CovPCA,Staggered,0.1,58,0.9905420138846976,1.4973857827212895,0.5116832620242499
OLS_DID,Staggered,0.1,58,0.9905420138846976,1.102787249656825,0.1133169862547526
SDID,Staggered,0.1,58,0.9905420138846976,0.9802602142722412,0.0103799732553829
SC,Staggered,0.1,58,0.9905420138846976,1.035029624677347,0.0449123915685092
RSC,Staggered,0.1,58,0.9905420138846976,1.1061929751004476,0.1167552305653256
DCPR,Staggered,0.1,59,0.9905420138846976,1.1161924723425232,0.1268502059443706
MC_NNM_CV,Staggered,0.1,59,0.9905420138846976,1.014465490956017,0.0241519054577969
CovPCA,Staggered,0.1,59,0.9905420138846976,1.3098642223658197,0.3223711907269914
OLS_DID,Staggered,0.1,59,0.9905420138846976,1.104510200573924,0.1150563884133163
SDID,Staggered,0.1,59,0.9905420138846976,1.258627495932583,0.2706452409792396
SC,Staggered,0.1,59,0.9905420138846976,0.9964448709444168,0.0059592192728599
RSC,Staggered,0.1,59,0.9905420138846976,0.8682841059305109,0.1234252623719785
DCPR,Staggered,0.1,60,0.9905420138846976,0.8465916181838806,0.1453248763636726
MC_NNM_CV,Staggered,0.1,60,0.9905420138846976,0.8945361324047709,0.0969225738375415
CovPCA,Staggered,0.1,60,0.9905420138846976,0.9699610766114776,0.0207774501078514
OLS_DID,Staggered,0.1,60,0.9905420138846976,0.8183500657538385,0.1738360874321307
SDID,Staggered,0.1,60,0.9905420138846976,0.9780501720850144,0.0126111175746023
SC,Staggered,0.1,60,0.9905420138846976,1.206633553233387,0.2181548448421927
RSC,Staggered,0.1,60,0.9905420138846976,1.1952658997317152,0.2066786496456959
DCPR,Staggered,0.1,61,0.9905420138846976,1.2942877082734707,0.3066459475025661
MC_NNM_CV,Staggered,0.1,61,0.9905420138846976,1.1118776488157494,0.1224941832151054
CovPCA,Staggered,0.1,61,0.9905420138846976,1.461104357557509,0.4750554111555192
OLS_DID,Staggered,0.1,61,0.9905420138846976,1.2394980804764817,0.2513331722451939
SDID,Staggered,0.1,61,0.9905420138846976,1.026342742733928,0.0361425647245667
SC,Staggered,0.1,61,0.9905420138846976,0.97541380672931,0.0152726557211418
RSC,Staggered,0.1,61,0.9905420138846976,0.8650076752132647,0.1267329774121479
DCPR,Staggered,0.1,62,0.9905420138846976,1.17712532537735,0.1883648637586928
MC_NNM_CV,Staggered,0.1,62,0.9905420138846976,1.1183979253549317,0.1290767172699823
CovPCA,Staggered,0.1,62,0.9905420138846976,1.353366515489886,0.3662888565243859
OLS_DID,Staggered,0.1,62,0.9905420138846976,1.141491918409322,0.1523912185538001
SDID,Staggered,0.1,62,0.9905420138846976,0.9810053281441048,0.0096277448173975
SC,Staggered,0.1,62,0.9905420138846976,0.8801160708347988,0.1114803223912042
RSC,Staggered,0.1,62,0.9905420138846976,0.9498491869942778,0.0410813739548826
DCPR,Staggered,0.1,63,0.9905420138846976,1.0815874282434217,0.0919147427191531
MC_NNM_CV,Staggered,0.1,63,0.9905420138846976,0.9951961870510212,0.0046986125788556
CovPCA,Staggered,0.1,63,0.9905420138846976,1.2083829325168385,0.219920927712914
OLS_DID,Staggered,0.1,63,0.9905420138846976,1.038517279627567,0.0484333476726751
SDID,Staggered,0.1,63,0.9905420138846976,0.7428252837170907,0.25008200227279
SC,Staggered,0.1,63,0.9905420138846976,0.8487543687315025,0.143141475238525
RSC,Staggered,0.1,63,0.9905420138846976,0.9684891349328606,0.0222634463179913
DCPR,Staggered,0.1,64,0.9905420138846976,0.8942161733504916,0.0972455879548574
MC_NNM_CV,Staggered,0.1,64,0.9905420138846976,0.925350624032582,0.0658138563920663
CovPCA,Staggered,0.1,64,0.9905420138846976,1.145701298805935,0.1566407913509243
OLS_DID,Staggered,0.1,64,0.9905420138846976,0.8715391980102275,0.1201390897169178
SDID,Staggered,0.1,64,0.9905420138846976,0.9437755178671072,0.0472130362589893
SC,Staggered,0.1,64,0.9905420138846976,0.9840966655936818,0.006506890369787
RSC,Staggered,0.1,64,0.9905420138846976,0.945877865102666,0.0450906151944714
DCPR,Staggered,0.1,65,0.9905420138846976,1.070260480624026,0.0804796420766539
MC_NNM_CV,Staggered,0.1,65,0.9905420138846976,0.9977693263636246,0.0072963209814624
CovPCA,Staggered,0.1,65,0.9905420138846976,1.3390106870842828,0.3517959544522138
OLS_DID,Staggered,0.1,65,0.9905420138846976,1.0378525259132214,0.0477622466945969
SDID,Staggered,0.1,65,0.9905420138846976,0.9396502667728072,0.0513776764625092
SC,Staggered,0.1,65,0.9905420138846976,0.9804457874921716,0.0101926281278374
RSC,Staggered,0.1,65,0.9905420138846976,1.0574221166336344,0.0675186936156771
DCPR,Staggered,0.1,66,0.9905420138846976,1.0331647115097176,0.0430296716621465
MC_NNM_CV,Staggered,0.1,66,0.9905420138846976,0.9894525895062152,0.0010998265224611
CovPCA,Staggered,0.1,66,0.9905420138846976,1.178485942625852,0.1897384725803581
OLS_DID,Staggered,0.1,66,0.9905420138846976,0.9969505904969452,0.0064697675842283
SDID,Staggered,0.1,66,0.9905420138846976,1.1306251034855654,0.1414206440890794
SC,Staggered,0.1,66,0.9905420138846976,1.009874153994242,0.0195167290620291
RSC,Staggered,0.1,66,0.9905420138846976,1.1091304429126585,0.119720746183074
DCPR,Staggered,0.1,67,0.9905420138846976,1.1673937275671662,0.1785403457940095
MC_NNM_CV,Staggered,0.1,67,0.9905420138846976,1.0570765019786943,0.0671697789304893
CovPCA,Staggered,0.1,67,0.9905420138846976,1.2819133456757164,0.2941534308558216
OLS_DID,Staggered,0.1,67,0.9905420138846976,1.1261069700229285,0.1368593701609622
SDID,Staggered,0.1,67,0.9905420138846976,1.2637760877411923,0.2758429930548107
SC,Staggered,0.1,67,0.9905420138846976,1.1384618754752729,0.1493322438797567
RSC,Staggered,0.1,67,0.9905420138846976,1.0189855845821758,0.0287151582656534
DCPR,Staggered,0.1,68,0.9905420138846976,1.0083394726815478,0.0179673941613564
MC_NNM_CV,Staggered,0.1,68,0.9905420138846976,0.9661968284607372,0.024577640405664
CovPCA,Staggered,0.1,68,0.9905420138846976,1.1157623084028168,0.1264159346730094
OLS_DID,Staggered,0.1,68,0.9905420138846976,0.9613975674224896,0.0294227261980636
SDID,Staggered,0.1,68,0.9905420138846976,0.8468323651658581,0.145081830658793
SC,Staggered,0.1,68,0.9905420138846976,0.8225036844679329,0.1696428087464495
RSC,Staggered,0.1,68,0.9905420138846976,1.080525010482111,0.0908421806809777
DCPR,Staggered,0.1,69,0.9905420138846976,1.0764341160923447,0.0867122252298984
MC_NNM_CV,Staggered,0.1,69,0.9905420138846976,1.016886373685504,0.0265959034867076
CovPCA,Staggered,0.1,69,0.9905420138846976,1.1702907702997931,0.1814650503416393
OLS_DID,Staggered,0.1,69,0.9905420138846976,1.0298525359449415,0.0396858704721433
SDID,Staggered,0.1,69,0.9905420138846976,1.005210554407494,0.014808600056518
SC,Staggered,0.1,69,0.9905420138846976,1.0926041449376367,0.1030366502604698
RSC,Staggered,0.1,69,0.9905420138846976,0.9666430602261796,0.024127147888247
DCPR,Staggered,0.1,70,0.9905420138846976,1.281313373445859,0.2935477299148748
MC_NNM_CV,Staggered,0.1,70,0.9905420138846976,1.167942982392555,0.1790948450658117
CovPCA,Staggered,0.1,70,0.9905420138846976,1.5196964361012804,0.5342069440763549
OLS_DID,Staggered,0.1,70,0.9905420138846976,1.2558154441988028,0.2678063389494792
SDID,Staggered,0.1,70,0.9905420138846976,0.9906365892206404,9.54783690313136e-05
SC,Staggered,0.1,70,0.9905420138846976,1.1513712991550815,0.1623649305289386
RSC,Staggered,0.1,70,0.9905420138846976,1.2130463274947485,0.2246288501559219
DCPR,Staggered,0.1,71,0.9905420138846976,1.0249577727495496,0.0347443706399494
MC_NNM_CV,Staggered,0.1,71,0.9905420138846976,0.9164313246748024,0.0748183198401133
CovPCA,Staggered,0.1,71,0.9905420138846976,1.1365142675930349,0.1473660396653592
OLS_DID,Staggered,0.1,71,0.9905420138846976,0.9760247281849344,0.0146559010080041
SDID,Staggered,0.1,71,0.9905420138846976,0.9546185114720562,0.0362665105660253
